#         t          x          y          z         vx         vy         vz
      8.664     10.553    -45.857    -29.573   -121.212    128.403     51.718
      8.665     10.432    -45.728    -29.522   -121.325    129.027     52.145
      8.666     10.311    -45.599    -29.469   -121.437    129.654     52.574
      8.667     10.189    -45.469    -29.416   -121.548    130.283     53.005
      8.668     10.068    -45.338    -29.363   -121.659    130.914     53.437
      8.669      9.946    -45.207    -29.310   -121.768    131.547     53.872
      8.670      9.824    -45.075    -29.255   -121.877    132.182     54.308
      8.671      9.702    -44.942    -29.201   -121.985    132.819     54.746
      8.672      9.580    -44.809    -29.146   -122.092    133.458     55.186
      8.673      9.458    -44.675    -29.091   -122.198    134.100     55.629
      8.674      9.336    -44.541    -29.035   -122.303    134.743     56.073
      8.675      9.213    -44.406    -28.978   -122.408    135.389     56.519
      8.676      9.091    -44.270    -28.922   -122.511    136.037     56.967
      8.677      8.968    -44.134    -28.864   -122.613    136.687     57.418
      8.678      8.846    -43.997    -28.807   -122.714    137.340     57.870
      8.679      8.723    -43.859    -28.749   -122.815    137.995     58.325
      8.680      8.600    -43.721    -28.690   -122.914    138.652     58.781
      8.681      8.477    -43.582    -28.631   -123.012    139.311     59.240
      8.682      8.354    -43.442    -28.572   -123.110    139.973     59.701
      8.683      8.231    -43.302    -28.512   -123.206    140.637     60.164
      8.684      8.108    -43.161    -28.451   -123.301    141.303     60.630
      8.685      7.984    -43.019    -28.390   -123.395    141.972     61.097
      8.686      7.861    -42.877    -28.329   -123.488    142.643     61.567
      8.687      7.737    -42.734    -28.267   -123.580    143.317     62.039
      8.688      7.614    -42.590    -28.205   -123.671    143.993     62.514
      8.689      7.490    -42.446    -28.142   -123.760    144.672     62.991
      8.690      7.366    -42.301    -28.079   -123.848    145.353     63.470
      8.691      7.242    -42.155    -28.015   -123.936    146.037     63.951
      8.692      7.118    -42.009    -27.951   -124.022    146.723     64.435
      8.693      6.994    -41.862    -27.887   -124.106    147.412     64.922
      8.694      6.870    -41.714    -27.821   -124.190    148.104     65.411
      8.695      6.746    -41.566    -27.756   -124.272    148.798     65.902
      8.696      6.622    -41.417    -27.690   -124.353    149.495     66.396
      8.697      6.497    -41.267    -27.623   -124.432    150.195     66.893
      8.698      6.373    -41.116    -27.556   -124.511    150.897     67.392
      8.699      6.248    -40.965    -27.488   -124.588    151.602     67.893
      8.700      6.123    -40.813    -27.420   -124.663    152.310     68.398
      8.701      5.999    -40.660    -27.351   -124.737    153.020     68.905
      8.702      5.874    -40.507    -27.282   -124.810    153.734     69.414
      8.703      5.749    -40.353    -27.212   -124.881    154.450     69.927
      8.704      5.624    -40.198    -27.142   -124.951    155.169     70.442
      8.705      5.499    -40.043    -27.072   -125.020    155.891     70.960
      8.706      5.374    -39.886    -27.000   -125.086    156.616     71.480
      8.707      5.249    -39.729    -26.929   -125.152    157.344     72.004
      8.708      5.124    -39.572    -26.856   -125.215    158.075     72.531
      8.709      4.999    -39.413    -26.784   -125.277    158.809     73.060
      8.710      4.873    -39.254    -26.710   -125.338    159.546     73.592
      8.711      4.748    -39.094    -26.636   -125.397    160.286     74.128
      8.712      4.623    -38.933    -26.562   -125.454    161.029     74.666
      8.713      4.497    -38.772    -26.487   -125.509    161.776     75.208
      8.714      4.372    -38.610    -26.412   -125.563    162.525     75.752
      8.715      4.246    -38.447    -26.336   -125.615    163.278     76.300
      8.716      4.120    -38.283    -26.259   -125.665    164.034     76.851
      8.717      3.995    -38.119    -26.182   -125.713    164.794     77.405
      8.718      3.869    -37.954    -26.104   -125.760    165.556     77.962
      8.719      3.743    -37.788    -26.026   -125.804    166.322     78.523
      8.720      3.617    -37.621    -25.947   -125.847    167.092     79.087
      8.721      3.491    -37.454    -25.868   -125.887    167.865     79.654
      8.722      3.366    -37.285    -25.788   -125.926    168.641     80.225
      8.723      3.240    -37.116    -25.707   -125.962    169.421     80.800
      8.724      3.114    -36.946    -25.626   -125.997    170.204     81.377
      8.725      2.988    -36.776    -25.545   -126.029    170.991     81.959
      8.726      2.862    -36.604    -25.462   -126.059    171.782     82.544
      8.727      2.735    -36.432    -25.379   -126.087    172.576     83.132
      8.728      2.609    -36.259    -25.296   -126.113    173.374     83.725
      8.729      2.483    -36.086    -25.212   -126.136    174.175     84.321
      8.730      2.357    -35.911    -25.127   -126.157    174.981     84.920
      8.731      2.231    -35.736    -25.042   -126.176    175.790     85.524
      8.732      2.105    -35.559    -24.956   -126.192    176.603     86.132
      8.733      1.979    -35.382    -24.870   -126.206    177.420     86.743
      8.734      1.852    -35.205    -24.783   -126.218    178.241     87.359
      8.735      1.726    -35.026    -24.695   -126.226    179.065     87.978
      8.736      1.600    -34.846    -24.607   -126.232    179.894     88.602
      8.737      1.474    -34.666    -24.518   -126.236    180.727     89.230
      8.738      1.347    -34.485    -24.428   -126.237    181.564     89.862
      8.739      1.221    -34.303    -24.338   -126.235    182.406     90.498
      8.740      1.095    -34.120    -24.247   -126.230    183.251     91.139
      8.741      0.969    -33.936    -24.156   -126.222    184.101     91.784
      8.742      0.843    -33.752    -24.064   -126.211    184.955     92.433
      8.743      0.716    -33.567    -23.971   -126.198    185.813     93.087
      8.744      0.590    -33.380    -23.878   -126.181    186.676     93.746
      8.745      0.464    -33.193    -23.784   -126.161    187.543     94.409
      8.746      0.338    -33.005    -23.689   -126.138    188.415     95.077
      8.747      0.212    -32.816    -23.593   -126.112    189.291     95.750
      8.748      0.086    -32.627    -23.497   -126.082    190.172     96.428
      8.749     -0.041    -32.436    -23.401   -126.049    191.058     97.110
      8.750     -0.167    -32.245    -23.303   -126.013    191.948     97.798
      8.751     -0.293    -32.052    -23.205   -125.973    192.843     98.491
      8.752     -0.418    -31.859    -23.106   -125.929    193.743     99.189
      8.753     -0.544    -31.665    -23.007   -125.882    194.648     99.892
      8.754     -0.670    -31.470    -22.906   -125.830    195.558    100.600
      8.755     -0.796    -31.274    -22.805   -125.775    196.473    101.314
      8.756     -0.922    -31.077    -22.704   -125.716    197.393    102.033
      8.757     -1.047    -30.879    -22.601   -125.653    198.318    102.758
      8.758     -1.173    -30.680    -22.498   -125.586    199.248    103.488
      8.759     -1.299    -30.480    -22.394   -125.515    200.184    104.225
      8.760     -1.424    -30.280    -22.290   -125.439    201.125    104.967
      8.761     -1.550    -30.078    -22.184   -125.359    202.071    105.715
      8.762     -1.675    -29.875    -22.078   -125.275    203.023    106.469
      8.763     -1.800    -29.672    -21.971   -125.186    203.980    107.229
      8.764     -1.925    -29.467    -21.864   -125.092    204.943    107.995
      8.765     -2.050    -29.262    -21.755   -124.993    205.911    108.768
      8.766     -2.175    -29.056    -21.646   -124.889    206.886    109.547
      8.767     -2.300    -28.848    -21.536   -124.781    207.866    110.332
      8.768     -2.425    -28.640    -21.426   -124.667    208.852    111.124
      8.769     -2.549    -28.431    -21.314   -124.548    209.844    111.923
      8.770     -2.674    -28.220    -21.202   -124.423    210.842    112.729
      8.771     -2.798    -28.009    -21.089   -124.293    211.846    113.542
      8.772     -2.922    -27.797    -20.975   -124.157    212.857    114.362
      8.773     -3.047    -27.583    -20.860   -124.015    213.873    115.189
      8.774     -3.170    -27.369    -20.744   -123.868    214.896    116.023
      8.775     -3.294    -27.153    -20.628   -123.714    215.926    116.865
      8.776     -3.418    -26.937    -20.511   -123.554    216.962    117.714
      8.777     -3.541    -26.719    -20.392   -123.387    218.005    118.572
      8.778     -3.665    -26.501    -20.273   -123.214    219.054    119.437
      8.779     -3.788    -26.281    -20.154   -123.034    220.110    120.310
      8.780     -3.911    -26.061    -20.033   -122.848    221.173    121.191
      8.781     -4.033    -25.839    -19.911   -122.654    222.243    122.080
      8.782     -4.156    -25.616    -19.789   -122.453    223.320    122.979
      8.783     -4.278    -25.392    -19.665   -122.244    224.405    123.885
      8.784     -4.400    -25.167    -19.541   -122.028    225.496    124.801
      8.785     -4.522    -24.941    -19.416   -121.803    226.595    125.725
      8.786     -4.644    -24.714    -19.289   -121.571    227.701    126.658
      8.787     -4.766    -24.486    -19.162   -121.330    228.815    127.601
      8.788     -4.887    -24.257    -19.034   -121.081    229.937    128.553
      8.789     -5.008    -24.026    -18.905   -120.823    231.066    129.515
      8.790     -5.128    -23.794    -18.775   -120.556    232.204    130.487
      8.791     -5.249    -23.562    -18.644   -120.280    233.349    131.469
      8.792     -5.369    -23.328    -18.512   -119.994    234.502    132.461
      8.793     -5.489    -23.093    -18.379   -119.699    235.664    133.463
      8.794     -5.608    -22.856    -18.245   -119.393    236.834    134.477
      8.795     -5.728    -22.619    -18.110   -119.077    238.012    135.500
      8.796     -5.846    -22.380    -17.974   -118.751    239.199    136.536
      8.797     -5.965    -22.141    -17.837   -118.413    240.395    137.582
      8.798     -6.083    -21.900    -17.699   -118.064    241.599    138.640
      8.799     -6.201    -21.657    -17.560   -117.704    242.812    139.710
      8.800     -6.319    -21.414    -17.420   -117.331    244.034    140.791
      8.801     -6.436    -21.169    -17.278   -116.947    245.266    141.886
      8.802     -6.553    -20.923    -17.136   -116.549    246.506    142.992
      8.803     -6.669    -20.676    -16.992   -116.139    247.756    144.112
      8.804     -6.785    -20.428    -16.848   -115.715    249.016    145.244
      8.805     -6.900    -20.178    -16.702   -115.277    250.285    146.390
      8.806     -7.015    -19.927    -16.555   -114.825    251.564    147.550
      8.807     -7.130    -19.675    -16.407   -114.359    252.853    148.724
      8.808     -7.244    -19.422    -16.257   -113.877    254.152    149.911
      8.809     -7.358    -19.167    -16.107   -113.379    255.461    151.114
      8.810     -7.471    -18.911    -15.955   -112.865    256.780    152.332
      8.811     -7.583    -18.653    -15.802   -112.335    258.110    153.564
      8.812     -7.696    -18.394    -15.648   -111.787    259.450    154.813
      8.813     -7.807    -18.134    -15.493   -111.221    260.801    156.077
      8.814     -7.918    -17.873    -15.336   -110.637    262.163    157.358
      8.815     -8.028    -17.610    -15.178   -110.034    263.535    158.656
      8.816     -8.138    -17.346    -15.019   -109.411    264.919    159.970
      8.817     -8.247    -17.080    -14.858   -108.768    266.314    161.302
      8.818     -8.356    -16.813    -14.696   -108.104    267.720    162.653
      8.819     -8.463    -16.545    -14.533   -107.419    269.137    164.021
      8.820     -8.570    -16.275    -14.368   -106.710    270.566    165.408
      8.821     -8.677    -16.004    -14.202   -105.979    272.006    166.815
      8.822     -8.782    -15.731    -14.034   -105.223    273.458    168.241
      8.823     -8.887    -15.457    -13.865   -104.443    274.922    169.688
      8.824     -8.991    -15.181    -13.695   -103.637    276.398    171.155
      8.825     -9.094    -14.904    -13.523   -102.804    277.885    172.643
      8.826     -9.197    -14.625    -13.350   -101.943    279.385    174.153
      8.827     -9.298    -14.345    -13.175   -101.054    280.896    175.684
      8.828     -9.399    -14.063    -12.998   -100.135    282.420    177.239
      8.829     -9.499    -13.780    -12.820    -99.185    283.955    178.817
      8.830     -9.597    -13.495    -12.641    -98.203    285.503    180.418
      8.831     -9.695    -13.209    -12.459    -97.188    287.062    182.044
      8.832     -9.792    -12.921    -12.277    -96.139    288.634    183.695
      8.833     -9.887    -12.632    -12.092    -95.054    290.217    185.371
      8.834     -9.982    -12.341    -11.906    -93.932    291.813    187.073
      8.835    -10.075    -12.048    -11.718    -92.772    293.420    188.802
      8.836    -10.167    -11.754    -11.528    -91.571    295.038    190.558
      8.837    -10.258    -11.458    -11.337    -90.330    296.668    192.342
      8.838    -10.348    -11.161    -11.143    -89.045    298.309    194.154
      8.839    -10.436    -10.862    -10.948    -87.716    299.960    195.995
      8.840    -10.523    -10.561    -10.751    -86.340    301.622    197.865
      8.841    -10.609    -10.258    -10.553    -84.917    303.294    199.765
      8.842    -10.693     -9.954    -10.352    -83.443    304.975    201.696
      8.843    -10.776     -9.648    -10.149    -81.917    306.666    203.658
      8.844    -10.857     -9.341     -9.945    -80.338    308.364    205.652
      8.845    -10.936     -9.032     -9.738    -78.703    310.070    207.678
      8.846    -11.014     -8.721     -9.529    -77.010    311.783    209.736
      8.847    -11.090     -8.408     -9.318    -75.257    313.502    211.827
      8.848    -11.165     -8.094     -9.106    -73.441    315.225    213.951
      8.849    -11.237     -7.778     -8.890    -71.561    316.951    216.108
      8.850    -11.308     -7.460     -8.673    -69.613    318.680    218.299
      8.851    -11.376     -7.140     -8.454    -67.596    320.409    220.524
      8.852    -11.443     -6.819     -8.232    -65.508    322.137    222.782
      8.853    -11.507     -6.496     -8.008    -63.345    323.862    225.073
      8.854    -11.570     -6.171     -7.782    -61.105    325.582    227.398
      8.855    -11.630     -5.845     -7.553    -58.786    327.295    229.755
      8.856    -11.687     -5.517     -7.323    -56.385    328.997    232.144
      8.857    -11.742     -5.187     -7.089    -53.900    330.686    234.563
      8.858    -11.795     -4.855     -6.853    -51.329    332.359    237.013
      8.859    -11.845     -4.522     -6.615    -48.669    334.012    239.491
      8.860    -11.892     -4.187     -6.374    -45.917    335.643    241.996
      8.861    -11.937     -3.851     -6.131    -43.073    337.245    244.526
      8.862    -11.978     -3.513     -5.885    -40.134    338.817    247.078
      8.863    -12.017     -3.173     -5.637    -37.099    340.351    249.650
      8.864    -12.052     -2.832     -5.386    -33.965    341.844    252.238
      8.865    -12.085     -2.490     -5.132    -30.734    343.289    254.840
      8.866    -12.114     -2.146     -4.876    -27.402    344.682    257.450
      8.867    -12.140     -1.800     -4.618    -23.972    346.016    260.065
      8.868    -12.162     -1.454     -4.356    -20.442    347.284    262.679
      8.869    -12.180     -1.106     -4.092    -16.814    348.480    265.287
      8.870    -12.195     -0.757     -3.826    -13.089    349.597    267.882
      8.871    -12.207     -0.407     -3.556     -9.269    350.628    270.458
      8.872    -12.214     -0.055     -3.285     -5.358    351.566    273.006
      8.873    -12.217      0.296     -3.010     -1.359    352.403    275.519
      8.874    -12.217      0.649     -2.734      2.724    353.133    277.987
      8.875    -12.212      1.003     -2.455      6.884    353.748    280.400
      8.876    -12.203      1.357     -2.173     11.115    354.243    282.746
      8.877    -12.189      1.711     -1.889     15.410    354.611    285.010
      8.878    -12.172      2.066     -1.603     19.759    354.847    287.176
      8.879    -12.150      2.421     -1.315     24.153    354.947    289.221
      8.880    -12.124      2.776     -1.025     28.580    354.907    291.113
      8.881    -12.093      3.130     -0.733     33.025    354.725    292.809
      8.882    -12.058      3.485     -0.439     37.471    354.402    294.244
      8.883    -12.018      3.839     -0.144     41.896    353.942    295.339
      8.884    -11.974      4.193      0.151     46.277    353.349    296.037
      8.885    -11.925      4.546      0.448     50.588    352.634    296.343
      8.886    -11.873      4.898      0.744     54.807    351.806    296.329
      8.887    -11.816      5.249      1.040     58.919    350.875    296.077
      8.888    -11.755      5.600      1.336     62.915    349.848    295.651
      8.889    -11.690      5.949      1.631     66.787    348.733    295.092
      8.890    -11.621      6.297      1.926     70.531    347.538    294.428
      8.891    -11.549      6.644      2.220     74.147    346.270    293.677
      8.892    -11.473      6.990      2.513     77.632    344.934    292.853
      8.893    -11.394      7.334      2.806     80.988    343.538    291.965
      8.894    -11.311      7.677      3.097     84.216    342.085    291.020
      8.895    -11.225      8.018      3.388     87.317    340.583    290.027
      8.896    -11.137      8.358      3.677     90.294    339.037    288.989
      8.897    -11.045      8.696      3.966     93.149    337.451    287.913
      8.898    -10.950      9.033      4.253     95.886    335.830    286.802
      8.899    -10.853      9.368      4.539     98.507    334.179    285.660
      8.900    -10.753      9.701      4.824    101.016    332.501    284.492
      8.901    -10.651     10.033      5.108    103.417    330.801    283.301
      8.902    -10.547     10.363      5.391    105.713    329.082    282.089
      8.903    -10.440     10.691      5.673    107.908    327.348    280.859
      8.904    -10.331     11.017      5.953    110.005    325.602    279.615
      8.905    -10.220     11.342      6.232    112.010    323.846    278.358
      8.906    -10.107     11.665      6.509    113.924    322.083    277.090
      8.907     -9.992     11.986      6.786    115.751    320.315    275.815
      8.908     -9.875     12.306      7.061    117.496    318.546    274.533
      8.909     -9.757     12.623      7.335    119.162    316.775    273.246
      8.910     -9.637     12.939      7.608    120.751    315.007    271.956
      8.911     -9.516     13.253      7.879    122.268    313.241    270.664
      8.912     -9.393     13.566      8.149    123.715    311.480    269.371
      8.913     -9.268     13.876      8.418    125.095    309.725    268.079
      8.914     -9.142     14.185      8.685    126.412    307.977    266.789
      8.915     -9.015     14.492      8.951    127.668    306.237    265.502
      8.916     -8.887     14.798      9.216    128.865    304.506    264.218
      8.917     -8.758     15.101      9.480    130.007    302.785    262.938
      8.918     -8.627     15.403      9.742    131.096    301.075    261.663
      8.919     -8.496     15.704     10.003    132.134    299.376    260.394
      8.920     -8.363     16.002     10.263    133.124    297.688    259.131
      8.921     -8.229     16.299     10.521    134.068    296.013    257.874
      8.922     -8.095     16.594     10.778    134.967    294.351    256.624
      8.923     -7.959     16.888     11.034    135.823    292.702    255.382
      8.924     -7.823     17.179     11.289    136.640    291.066    254.148
      8.925     -7.686     17.470     11.543    137.418    289.443    252.921
      8.926     -7.548     17.758     11.795    138.159    287.835    251.703
      8.927     -7.410     18.045     12.046    138.864    286.240    250.493
      8.928     -7.271     18.331     12.296    139.536    284.660    249.292
      8.929     -7.131     18.615     12.545    140.175    283.094    248.100
      8.930     -6.990     18.897     12.792    140.784    281.542    246.916
      8.931     -6.849     19.178     13.039    141.363    280.004    245.742
      8.932     -6.708     19.457     13.284    141.913    278.481    244.577
      8.933     -6.565     19.735     13.528    142.437    276.972    243.421
      8.934     -6.423     20.011     13.771    142.934    275.477    242.274
      8.935     -6.280     20.286     14.012    143.407    273.996    241.137
      8.936     -6.136     20.559     14.253    143.856    272.529    240.008
      8.937     -5.992     20.831     14.492    144.282    271.077    238.889
      8.938     -5.847     21.101     14.731    144.686    269.638    237.780
      8.939     -5.703     21.370     14.968    145.069    268.213    236.679
      8.940     -5.557     21.638     15.204    145.432    266.802    235.588
      8.941     -5.412     21.904     15.439    145.776    265.404    234.505
      8.942     -5.266     22.168     15.673    146.101    264.020    233.432
      8.943     -5.119     22.432     15.906    146.408    262.649    232.368
      8.944     -4.973     22.694     16.138    146.699    261.292    231.313
      8.945     -4.826     22.954     16.369    146.972    259.947    230.267
      8.946     -4.679     23.214     16.598    147.230    258.616    229.229
      8.947     -4.532     23.472     16.827    147.473    257.297    228.201
      8.948     -4.384     23.728     17.055    147.702    255.990    227.181
      8.949     -4.236     23.984     17.281    147.916    254.697    226.169
      8.950     -4.088     24.238     17.507    148.117    253.415    225.167
      8.951     -3.940     24.490     17.732    148.305    252.145    224.172
      8.952     -3.792     24.742     17.955    148.480    250.888    223.186
      8.953     -3.643     24.992     18.178    148.644    249.642    222.208
      8.954     -3.494     25.241     18.400    148.796    248.408    221.239
      8.955     -3.345     25.489     18.621    148.936    247.186    220.277
      8.956     -3.196     25.736     18.840    149.066    245.974    219.324
      8.957     -3.047     25.981     19.059    149.186    244.774    218.378
      8.958     -2.898     26.225     19.277    149.296    243.585    217.440
      8.959     -2.749     26.468     19.494    149.396    242.407    216.510
      8.960     -2.599     26.710     19.710    149.487    241.240    215.587
      8.961     -2.450     26.951     19.925    149.569    240.083    214.672
      8.962     -2.300     27.190     20.140    149.643    238.936    213.764
      8.963     -2.151     27.429     20.353    149.708    237.800    212.864
      8.964     -2.001     27.666     20.565    149.765    236.674    211.971
      8.965     -1.851     27.902     20.777    149.815    235.558    211.085
      8.966     -1.701     28.137     20.987    149.857    234.451    210.206
      8.967     -1.551     28.371     21.197    149.892    233.355    209.334
      8.968     -1.401     28.604     21.406    149.919    232.267    208.469
      8.969     -1.251     28.835     21.614    149.941    231.190    207.611
      8.970     -1.101     29.066     21.821    149.955    230.121    206.759
      8.971     -0.952     29.296     22.028    149.964    229.062    205.914
      8.972     -0.802     29.524     22.233    149.966    228.012    205.075
      8.973     -0.652     29.752     22.438    149.963    226.970    204.243
      8.974     -0.502     29.978     22.642    149.954    225.938    203.418
      8.975     -0.352     30.203     22.845    149.939    224.914    202.598
      8.976     -0.202     30.428     23.047    149.919    223.898    201.785
      8.977     -0.052     30.651     23.248    149.895    222.891    200.978
      8.978      0.098     30.874     23.449    149.865    221.892    200.177
      8.979      0.248     31.095     23.649    149.830    220.901    199.382
      8.980      0.398     31.315     23.848    149.791    219.919    198.592
      8.981      0.547     31.535     24.046    149.747    218.944    197.809
      8.982      0.697     31.753     24.243    149.699    217.977    197.031
      8.983      0.847     31.971     24.440    149.647    217.018    196.259
      8.984      0.996     32.187     24.636    149.591    216.066    195.492
      8.985      1.146     32.403     24.831    149.530    215.122    194.731
      8.986      1.296     32.618     25.025    149.466    214.185    193.976
      8.987      1.445     32.831     25.219    149.399    213.255    193.225
      8.988      1.594     33.044     25.412    149.327    212.333    192.480
      8.989      1.744     33.256     25.604    149.253    211.417    191.741
      8.990      1.893     33.467     25.795    149.175    210.509    191.006
      8.991      2.042     33.677     25.986    149.093    209.607    190.276
      8.992      2.191     33.886     26.176    149.009    208.713    189.552
      8.993      2.340     34.094     26.365    148.921    207.825    188.832
      8.994      2.489     34.302     26.553    148.831    206.943    188.118
      8.995      2.638     34.508     26.741    148.738    206.068    187.408
      8.996      2.786     34.714     26.928    148.642    205.200    186.703
      8.997      2.935     34.919     27.115    148.543    204.337    186.003
      8.998      3.083     35.123     27.300    148.441    203.481    185.307
      8.999      3.232     35.326     27.485    148.338    202.632    184.616
      9.000      3.380     35.528     27.669    148.231    201.788    183.929
      9.001      3.528     35.729     27.853    148.123    200.950    183.247
      9.002      3.676     35.930     28.036    148.012    200.119    182.570
      9.003      3.824     36.130     28.218    147.898    199.293    181.897
      9.004      3.972     36.328     28.400    147.783    198.472    181.228
      9.005      4.120     36.527     28.581    147.665    197.658    180.563
      9.006      4.267     36.724     28.761    147.546    196.849    179.903
      9.007      4.415     36.920     28.940    147.424    196.046    179.247
      9.008      4.562     37.116     29.119    147.301    195.248    178.594
      9.009      4.710     37.311     29.298    147.175    194.456    177.946
      9.010      4.857     37.505     29.475    147.048    193.669    177.302
      9.011      5.004     37.698     29.652    146.919    192.887    176.662
      9.012      5.150     37.891     29.829    146.789    192.110    176.026
      9.013      5.297     38.082     30.004    146.657    191.339    175.394
      9.014      5.444     38.273     30.179    146.523    190.573    174.766
      9.015      5.590     38.463     30.354    146.387    189.811    174.141
      9.016      5.737     38.653     30.528    146.250    189.055    173.520
      9.017      5.883     38.842     30.701    146.112    188.303    172.903
      9.018      6.029     39.029     30.873    145.972    187.557    172.289
      9.019      6.175     39.217     31.045    145.831    186.815    171.679
      9.020      6.320     39.403     31.217    145.689    186.078    171.073
      9.021      6.466     39.589     31.388    145.545    185.345    170.470
      9.022      6.612     39.774     31.558    145.400    184.617    169.871
      9.023      6.757     39.958     31.727    145.254    183.894    169.275
      9.024      6.902     40.142     31.896    145.106    183.175    168.683
      9.025      7.047     40.324     32.065    144.957    182.461    168.094
      9.026      7.192     40.507     32.232    144.808    181.751    167.508
      9.027      7.337     40.688     32.400    144.657    181.045    166.926
      9.028      7.481     40.869     32.566    144.505    180.343    166.346
      9.029      7.626     41.049     32.732    144.352    179.646    165.771
      9.030      7.770     41.228     32.898    144.198    178.953    165.198
      9.031      7.914     41.407     33.063    144.043    178.264    164.628
      9.032      8.058     41.584     33.227    143.888    177.580    164.062
      9.033      8.202     41.762     33.391    143.731    176.899    163.498
      9.034      8.346     41.938     33.554    143.573    176.222    162.938
      9.035      8.489     42.114     33.717    143.415    175.549    162.381
      9.036      8.632     42.289     33.879    143.256    174.881    161.827
      9.037      8.776     42.464     34.040    143.096    174.215    161.275
      9.038      8.919     42.638     34.201    142.935    173.554    160.727
      9.039      9.061     42.811     34.362    142.773    172.897    160.181
      9.040      9.204     42.984     34.522    142.611    172.243    159.639
      9.041      9.347     43.155     34.681    142.448    171.593    159.099
      9.042      9.489     43.327     34.840    142.284    170.947    158.562
      9.043      9.631     43.497     34.998    142.120    170.304    158.028
      9.044      9.773     43.667     35.156    141.955    169.665    157.496
      9.045      9.915     43.837     35.313    141.789    169.029    156.967
      9.046     10.057     44.005     35.470    141.623    168.397    156.441
      9.047     10.198     44.173     35.626    141.456    167.768    155.918
      9.048     10.340     44.341     35.782    141.289    167.143    155.397
      9.049     10.481     44.508     35.937    141.121    166.521    154.879
      9.050     10.622     44.674     36.092    140.952    165.903    154.363
      9.051     10.763     44.840     36.246    140.783    165.288    153.850
      9.052     10.904     45.005     36.399    140.614    164.676    153.340
      9.053     11.044     45.169     36.552    140.444    164.067    152.832
      9.054     11.184     45.333     36.705    140.273    163.461    152.326
      9.055     11.325     45.496     36.857    140.102    162.859    151.823
      9.056     11.465     45.658     37.009    139.931    162.260    151.322
      9.057     11.604     45.820     37.160    139.759    161.664    150.824
      9.058     11.744     45.982     37.310    139.587    161.071    150.328
      9.059     11.884     46.143     37.460    139.414    160.481    149.835
      9.060     12.023     46.303     37.610    139.241    159.894    149.344
      9.061     12.162     46.462     37.759    139.068    159.310    148.855
      9.062     12.301     46.621     37.908    138.894    158.729    148.368
      9.063     12.440     46.780     38.056    138.720    158.151    147.884
      9.064     12.579     46.938     38.203    138.545    157.576    147.402
      9.065     12.717     47.095     38.351    138.371    157.004    146.922
      9.066     12.855     47.252     38.497    138.195    156.434    146.445
      9.067     12.993     47.408     38.643    138.020    155.868    145.969
      9.068     13.131     47.563     38.789    137.844    155.304    145.496
      9.069     13.269     47.718     38.934    137.668    154.743    145.025
      9.070     13.407     47.873     39.079    137.492    154.184    144.556
      9.071     13.544     48.027     39.224    137.316    153.628    144.089
      9.072     13.681     48.180     39.367    137.139    153.075    143.624
      9.073     13.818     48.333     39.511    136.962    152.525    143.161
      9.074     13.955     48.485     39.654    136.785    151.977    142.701
      9.075     14.092     48.637     39.796    136.607    151.432    142.242
      9.076     14.228     48.788     39.938    136.430    150.890    141.785
      9.077     14.365     48.939     40.080    136.252    150.350    141.330
      9.078     14.501     49.089     40.221    136.074    149.812    140.878
      9.079     14.637     49.238     40.362    135.896    149.277    140.427
      9.080     14.773     49.387     40.502    135.717    148.745    139.978
      9.081     14.908     49.536     40.642    135.539    148.215    139.531
      9.082     15.044     49.684     40.781    135.360    147.687    139.086
      9.083     15.179     49.831     40.920    135.181    147.162    138.643
      9.084     15.314     49.978     41.058    135.002    146.639    138.202
      9.085     15.449     50.124     41.196    134.822    146.118    137.762
      9.086     15.584     50.270     41.334    134.643    145.600    137.325
      9.087     15.718     50.416     41.471    134.464    145.084    136.889
      9.088     15.853     50.560     41.607    134.284    144.571    136.455
      9.089     15.987     50.705     41.744    134.104    144.060    136.023
      9.090     16.121     50.849     41.879    133.924    143.551    135.592
      9.091     16.255     50.992     42.015    133.744    143.044    135.164
      9.092     16.388     51.135     42.150    133.564    142.539    134.737
      9.093     16.522     51.277     42.284    133.384    142.037    134.312
      9.094     16.655     51.419     42.418    133.204    141.537    133.888
      9.095     16.788     51.560     42.552    133.023    141.039    133.466
      9.096     16.921     51.701     42.685    132.843    140.543    133.046
      9.097     17.054     51.841     42.818    132.662    140.049    132.628
      9.098     17.187     51.981     42.951    132.482    139.557    132.211
      9.099     17.319     52.120     43.083    132.301    139.068    131.796
      9.100     17.451     52.259     43.214    132.121    138.580    131.382
      9.101     17.583     52.397     43.345    131.940    138.095    130.970
      9.102     17.715     52.535     43.476    131.759    137.611    130.560
      9.103     17.847     52.673     43.606    131.578    137.130    130.151
      9.104     17.978     52.810     43.736    131.397    136.651    129.744
      9.105     18.110     52.946     43.866    131.216    136.173    129.339
      9.106     18.241     53.082     43.995    131.035    135.698    128.934
      9.107     18.372     53.217     44.124    130.854    135.224    128.532
      9.108     18.502     53.352     44.252    130.673    134.753    128.131
      9.109     18.633     53.487     44.380    130.492    134.283    127.731
      9.110     18.763     53.621     44.508    130.311    133.815    127.333
      9.111     18.894     53.754     44.635    130.130    133.349    126.937
      9.112     19.024     53.888     44.762    129.949    132.885    126.542
      9.113     19.153     54.020     44.888    129.768    132.423    126.148
      9.114     19.283     54.152     45.014    129.586    131.962    125.756
      9.115     19.413     54.284     45.139    129.405    131.504    125.365
