#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.001    -98.628   -119.816   -127.687    -28.359    173.993     93.314
      0.002    -98.657   -119.642   -127.593    -28.289    174.066     93.397
      0.003    -98.685   -119.468   -127.500    -28.218    174.138     93.481
      0.004    -98.713   -119.294   -127.406    -28.147    174.211     93.565
      0.005    -98.741   -119.119   -127.313    -28.076    174.284     93.649
      0.006    -98.769   -118.945   -127.219    -28.005    174.357     93.733
      0.007    -98.797   -118.771   -127.125    -27.933    174.430     93.817
      0.008    -98.825   -118.596   -127.031    -27.862    174.503     93.901
      0.009    -98.853   -118.422   -126.938    -27.790    174.576     93.985
      0.010    -98.881   -118.247   -126.844    -27.718    174.649     94.070
      0.011    -98.908   -118.072   -126.749    -27.646    174.722     94.154
      0.012    -98.936   -117.898   -126.655    -27.574    174.795     94.239
      0.013    -98.964   -117.723   -126.561    -27.502    174.868     94.324
      0.014    -98.991   -117.548   -126.467    -27.429    174.941     94.409
      0.015    -99.018   -117.373   -126.372    -27.357    175.014     94.493
      0.016    -99.046   -117.198   -126.278    -27.284    175.087     94.578
      0.017    -99.073   -117.023   -126.183    -27.211    175.160     94.664
      0.018    -99.100   -116.848   -126.088    -27.138    175.234     94.749
      0.019    -99.127   -116.672   -125.993    -27.065    175.307     94.834
      0.020    -99.154   -116.497   -125.899    -26.991    175.380     94.920
      0.021    -99.181   -116.322   -125.804    -26.918    175.453     95.005
      0.022    -99.208   -116.146   -125.709    -26.844    175.527     95.091
      0.023    -99.235   -115.971   -125.613    -26.770    175.600     95.176
      0.024    -99.262   -115.795   -125.518    -26.696    175.673     95.262
      0.025    -99.288   -115.619   -125.423    -26.622    175.747     95.348
      0.026    -99.315   -115.443   -125.328    -26.548    175.820     95.434
      0.027    -99.341   -115.268   -125.232    -26.473    175.894     95.520
      0.028    -99.368   -115.092   -125.136    -26.399    175.967     95.607
      0.029    -99.394   -114.916   -125.041    -26.324    176.040     95.693
      0.030    -99.421   -114.740   -124.945    -26.249    176.114     95.779
      0.031    -99.447   -114.563   -124.849    -26.174    176.188     95.866
      0.032    -99.473   -114.387   -124.753    -26.099    176.261     95.952
      0.033    -99.499   -114.211   -124.657    -26.023    176.335     96.039
      0.034    -99.525   -114.035   -124.561    -25.947    176.408     96.126
      0.035    -99.551   -113.858   -124.465    -25.872    176.482     96.213
      0.036    -99.577   -113.682   -124.369    -25.796    176.555     96.300
      0.037    -99.602   -113.505   -124.273    -25.720    176.629     96.387
      0.038    -99.628   -113.328   -124.176    -25.643    176.703     96.474
      0.039    -99.654   -113.152   -124.080    -25.567    176.777     96.562
      0.040    -99.679   -112.975   -123.983    -25.490    176.850     96.649
      0.041    -99.705   -112.798   -123.886    -25.414    176.924     96.737
      0.042    -99.730   -112.621   -123.789    -25.337    176.998     96.824
      0.043    -99.755   -112.444   -123.693    -25.260    177.072     96.912
      0.044    -99.781   -112.267   -123.596    -25.182    177.145     97.000
      0.045    -99.806   -112.090   -123.499    -25.105    177.219     97.088
      0.046    -99.831   -111.912   -123.401    -25.028    177.293     97.176
      0.047    -99.856   -111.735   -123.304    -24.950    177.367     97.264
      0.048    -99.881   -111.558   -123.207    -24.872    177.441     97.352
      0.049    -99.906   -111.380   -123.110    -24.794    177.515     97.441
      0.050    -99.930   -111.203   -123.012    -24.716    177.589     97.529
      0.051    -99.955   -111.025   -122.914    -24.637    177.663     97.618
      0.052    -99.980   -110.847   -122.817    -24.559    177.737     97.707
      0.053   -100.004   -110.669   -122.719    -24.480    177.811     97.795
      0.054   -100.029   -110.492   -122.621    -24.401    177.885     97.884
      0.055   -100.053   -110.314   -122.523    -24.322    177.959     97.973
      0.056   -100.077   -110.136   -122.425    -24.243    178.033     98.062
      0.057   -100.101   -109.958   -122.327    -24.163    178.107     98.152
      0.058   -100.125   -109.779   -122.229    -24.084    178.181     98.241
      0.059   -100.150   -109.601   -122.131    -24.004    178.255     98.330
      0.060   -100.173   -109.423   -122.032    -23.924    178.330     98.420
      0.061   -100.197   -109.245   -121.934    -23.844    178.404     98.510
      0.062   -100.221   -109.066   -121.835    -23.763    178.478     98.599
      0.063   -100.245   -108.888   -121.737    -23.683    178.552     98.689
      0.064   -100.269   -108.709   -121.638    -23.602    178.627     98.779
      0.065   -100.292   -108.530   -121.539    -23.521    178.701     98.869
      0.066   -100.316   -108.352   -121.440    -23.440    178.775     98.960
      0.067   -100.339   -108.173   -121.341    -23.359    178.849     99.050
      0.068   -100.362   -107.994   -121.242    -23.278    178.924     99.140
      0.069   -100.386   -107.815   -121.143    -23.196    178.998     99.231
      0.070   -100.409   -107.636   -121.044    -23.115    179.072     99.321
      0.071   -100.432   -107.457   -120.944    -23.033    179.147     99.412
      0.072   -100.455   -107.278   -120.845    -22.951    179.221     99.503
      0.073   -100.478   -107.098   -120.745    -22.869    179.296     99.594
      0.074   -100.501   -106.919   -120.646    -22.786    179.370     99.685
      0.075   -100.523   -106.740   -120.546    -22.703    179.445     99.776
      0.076   -100.546   -106.560   -120.446    -22.621    179.519     99.867
      0.077   -100.568   -106.381   -120.346    -22.538    179.594     99.959
      0.078   -100.591   -106.201   -120.246    -22.455    179.668    100.050
      0.079   -100.613   -106.021   -120.146    -22.371    179.743    100.142
      0.080   -100.636   -105.841   -120.046    -22.288    179.817    100.234
      0.081   -100.658   -105.662   -119.946    -22.204    179.892    100.325
      0.082   -100.680   -105.482   -119.845    -22.120    179.966    100.417
      0.083   -100.702   -105.302   -119.745    -22.036    180.041    100.509
      0.084   -100.724   -105.122   -119.644    -21.952    180.116    100.602
      0.085   -100.746   -104.941   -119.544    -21.867    180.190    100.694
      0.086   -100.768   -104.761   -119.443    -21.783    180.265    100.786
      0.087   -100.790   -104.581   -119.342    -21.698    180.340    100.879
      0.088   -100.811   -104.401   -119.241    -21.613    180.414    100.971
      0.089   -100.833   -104.220   -119.140    -21.528    180.489    101.064
      0.090   -100.854   -104.040   -119.039    -21.443    180.564    101.157
      0.091   -100.876   -103.859   -118.938    -21.357    180.639    101.250
      0.092   -100.897   -103.678   -118.836    -21.271    180.713    101.343
      0.093   -100.918   -103.498   -118.735    -21.185    180.788    101.436
      0.094   -100.939   -103.317   -118.634    -21.099    180.863    101.529
      0.095   -100.961   -103.136   -118.532    -21.013    180.938    101.623
      0.096   -100.982   -102.955   -118.430    -20.926    181.013    101.716
      0.097   -101.002   -102.774   -118.329    -20.840    181.087    101.810
      0.098   -101.023   -102.593   -118.227    -20.753    181.162    101.904
      0.099   -101.044   -102.411   -118.125    -20.666    181.237    101.997
      0.100   -101.065   -102.230   -118.023    -20.578    181.312    102.091
      0.101   -101.085   -102.049   -117.921    -20.491    181.387    102.185
      0.102   -101.105   -101.867   -117.818    -20.403    181.462    102.280
      0.103   -101.126   -101.686   -117.716    -20.316    181.537    102.374
      0.104   -101.146   -101.504   -117.614    -20.227    181.612    102.468
      0.105   -101.166   -101.323   -117.511    -20.139    181.687    102.563
      0.106   -101.186   -101.141   -117.408    -20.051    181.762    102.658
      0.107   -101.206   -100.959   -117.306    -19.962    181.837    102.752
      0.108   -101.226   -100.777   -117.203    -19.873    181.912    102.847
      0.109   -101.246   -100.595   -117.100    -19.784    181.987    102.942
      0.110   -101.266   -100.413   -116.997    -19.695    182.062    103.037
      0.111   -101.286   -100.231   -116.894    -19.606    182.137    103.132
      0.112   -101.305   -100.049   -116.791    -19.516    182.212    103.228
      0.113   -101.325    -99.867   -116.688    -19.426    182.287    103.323
      0.114   -101.344    -99.684   -116.584    -19.336    182.362    103.419
      0.115   -101.363    -99.502   -116.481    -19.246    182.437    103.515
      0.116   -101.382    -99.320   -116.377    -19.155    182.512    103.610
      0.117   -101.402    -99.137   -116.273    -19.065    182.587    103.706
      0.118   -101.421    -98.954   -116.170    -18.974    182.662    103.802
      0.119   -101.440    -98.772   -116.066    -18.883    182.738    103.898
      0.120   -101.458    -98.589   -115.962    -18.792    182.813    103.995
      0.121   -101.477    -98.406   -115.858    -18.700    182.888    104.091
      0.122   -101.496    -98.223   -115.754    -18.609    182.963    104.188
      0.123   -101.514    -98.040   -115.649    -18.517    183.038    104.284
      0.124   -101.533    -97.857   -115.545    -18.425    183.113    104.381
      0.125   -101.551    -97.674   -115.441    -18.332    183.189    104.478
      0.126   -101.569    -97.491   -115.336    -18.240    183.264    104.575
      0.127   -101.588    -97.307   -115.232    -18.147    183.339    104.672
      0.128   -101.606    -97.124   -115.127    -18.054    183.414    104.769
      0.129   -101.624    -96.941   -115.022    -17.961    183.490    104.866
      0.130   -101.642    -96.757   -114.917    -17.868    183.565    104.964
      0.131   -101.659    -96.573   -114.812    -17.774    183.640    105.062
      0.132   -101.677    -96.390   -114.707    -17.681    183.715    105.159
      0.133   -101.695    -96.206   -114.602    -17.587    183.791    105.257
      0.134   -101.712    -96.022   -114.496    -17.493    183.866    105.355
      0.135   -101.730    -95.838   -114.391    -17.398    183.941    105.453
      0.136   -101.747    -95.654   -114.286    -17.304    184.016    105.551
      0.137   -101.764    -95.470   -114.180    -17.209    184.092    105.649
      0.138   -101.782    -95.286   -114.074    -17.114    184.167    105.748
      0.139   -101.799    -95.102   -113.968    -17.019    184.242    105.846
      0.140   -101.816    -94.918   -113.863    -16.923    184.318    105.945
      0.141   -101.833    -94.733   -113.757    -16.827    184.393    106.044
      0.142   -101.849    -94.549   -113.651    -16.732    184.468    106.143
      0.143   -101.866    -94.364   -113.544    -16.635    184.544    106.242
      0.144   -101.883    -94.180   -113.438    -16.539    184.619    106.341
      0.145   -101.899    -93.995   -113.332    -16.443    184.694    106.440
      0.146   -101.915    -93.810   -113.225    -16.346    184.770    106.540
      0.147   -101.932    -93.626   -113.119    -16.249    184.845    106.639
      0.148   -101.948    -93.441   -113.012    -16.152    184.921    106.739
      0.149   -101.964    -93.256   -112.905    -16.054    184.996    106.839
      0.150   -101.980    -93.071   -112.798    -15.957    185.071    106.938
      0.151   -101.996    -92.886   -112.691    -15.859    185.147    107.038
      0.152   -102.012    -92.700   -112.584    -15.761    185.222    107.139
      0.153   -102.027    -92.515   -112.477    -15.662    185.298    107.239
      0.154   -102.043    -92.330   -112.370    -15.564    185.373    107.339
      0.155   -102.059    -92.144   -112.262    -15.465    185.448    107.440
      0.156   -102.074    -91.959   -112.155    -15.366    185.524    107.540
      0.157   -102.089    -91.773   -112.047    -15.267    185.599    107.641
      0.158   -102.105    -91.588   -111.939    -15.167    185.675    107.742
      0.159   -102.120    -91.402   -111.832    -15.068    185.750    107.843
      0.160   -102.135    -91.216   -111.724    -14.968    185.825    107.944
      0.161   -102.150    -91.030   -111.616    -14.868    185.901    108.045
      0.162   -102.164    -90.844   -111.508    -14.767    185.976    108.147
      0.163   -102.179    -90.658   -111.399    -14.667    186.052    108.248
      0.164   -102.194    -90.472   -111.291    -14.566    186.127    108.350
      0.165   -102.208    -90.286   -111.183    -14.465    186.202    108.452
      0.166   -102.223    -90.100   -111.074    -14.364    186.278    108.553
      0.167   -102.237    -89.914   -110.966    -14.262    186.353    108.655
      0.168   -102.251    -89.727   -110.857    -14.160    186.429    108.758
      0.169   -102.265    -89.541   -110.748    -14.058    186.504    108.860
      0.170   -102.279    -89.354   -110.639    -13.956    186.580    108.962
      0.171   -102.293    -89.168   -110.530    -13.854    186.655    109.065
      0.172   -102.307    -88.981   -110.421    -13.751    186.730    109.167
      0.173   -102.321    -88.794   -110.312    -13.648    186.806    109.270
      0.174   -102.334    -88.607   -110.203    -13.545    186.881    109.373
      0.175   -102.348    -88.420   -110.093    -13.442    186.957    109.476
      0.176   -102.361    -88.233   -109.984    -13.338    187.032    109.579
      0.177   -102.375    -88.046   -109.874    -13.234    187.107    109.682
      0.178   -102.388    -87.859   -109.764    -13.130    187.183    109.786
      0.179   -102.401    -87.672   -109.654    -13.026    187.258    109.889
      0.180   -102.414    -87.485   -109.544    -12.921    187.334    109.993
      0.181   -102.427    -87.297   -109.434    -12.816    187.409    110.097
      0.182   -102.439    -87.110   -109.324    -12.711    187.484    110.201
      0.183   -102.452    -86.922   -109.214    -12.606    187.560    110.305
      0.184   -102.465    -86.735   -109.104    -12.500    187.635    110.409
      0.185   -102.477    -86.547   -108.993    -12.394    187.710    110.513
      0.186   -102.489    -86.359   -108.883    -12.288    187.786    110.618
      0.187   -102.502    -86.171   -108.772    -12.182    187.861    110.722
      0.188   -102.514    -85.984   -108.661    -12.075    187.937    110.827
      0.189   -102.526    -85.796   -108.550    -11.968    188.012    110.932
      0.190   -102.538    -85.608   -108.439    -11.861    188.087    111.037
      0.191   -102.549    -85.419   -108.328    -11.754    188.163    111.142
      0.192   -102.561    -85.231   -108.217    -11.647    188.238    111.247
      0.193   -102.573    -85.043   -108.106    -11.539    188.313    111.352
      0.194   -102.584    -84.855   -107.994    -11.431    188.388    111.458
      0.195   -102.596    -84.666   -107.883    -11.322    188.464    111.563
      0.196   -102.607    -84.478   -107.771    -11.214    188.539    111.669
      0.197   -102.618    -84.289   -107.660    -11.105    188.614    111.775
      0.198   -102.629    -84.100   -107.548    -10.996    188.690    111.881
      0.199   -102.640    -83.912   -107.436    -10.886    188.765    111.987
      0.200   -102.651    -83.723   -107.324    -10.777    188.840    112.094
      0.201   -102.662    -83.534   -107.212    -10.667    188.915    112.200
      0.202   -102.672    -83.345   -107.099    -10.557    188.991    112.306
      0.203   -102.683    -83.156   -106.987    -10.447    189.066    112.413
      0.204   -102.693    -82.967   -106.874    -10.336    189.141    112.520
      0.205   -102.703    -82.778   -106.762    -10.225    189.216    112.627
      0.206   -102.714    -82.589   -106.649    -10.114    189.291    112.734
      0.207   -102.724    -82.399   -106.536    -10.002    189.367    112.841
      0.208   -102.734    -82.210   -106.424     -9.891    189.442    112.948
      0.209   -102.743    -82.020   -106.311     -9.779    189.517    113.056
      0.210   -102.753    -81.831   -106.197     -9.667    189.592    113.164
      0.211   -102.763    -81.641   -106.084     -9.554    189.667    113.271
      0.212   -102.772    -81.451   -105.971     -9.441    189.742    113.379
      0.213   -102.782    -81.262   -105.857     -9.328    189.817    113.487
      0.214   -102.791    -81.072   -105.744     -9.215    189.892    113.595
      0.215   -102.800    -80.882   -105.630     -9.102    189.967    113.704
      0.216   -102.809    -80.692   -105.517     -8.988    190.042    113.812
      0.217   -102.818    -80.502   -105.403     -8.874    190.117    113.921
      0.218   -102.827    -80.312   -105.289     -8.759    190.192    114.029
      0.219   -102.836    -80.121   -105.175     -8.645    190.267    114.138
      0.220   -102.844    -79.931   -105.060     -8.530    190.342    114.247
      0.221   -102.853    -79.741   -104.946     -8.415    190.417    114.356
      0.222   -102.861    -79.550   -104.832     -8.299    190.492    114.465
      0.223   -102.869    -79.360   -104.717     -8.184    190.567    114.575
      0.224   -102.877    -79.169   -104.603     -8.068    190.642    114.684
      0.225   -102.885    -78.978   -104.488     -7.951    190.717    114.794
      0.226   -102.893    -78.788   -104.373     -7.835    190.792    114.904
      0.227   -102.901    -78.597   -104.258     -7.718    190.866    115.014
      0.228   -102.909    -78.406   -104.143     -7.601    190.941    115.124
      0.229   -102.916    -78.215   -104.028     -7.484    191.016    115.234
      0.230   -102.924    -78.024   -103.912     -7.366    191.091    115.344
      0.231   -102.931    -77.833   -103.797     -7.248    191.165    115.455
      0.232   -102.938    -77.642   -103.682     -7.130    191.240    115.565
      0.233   -102.945    -77.450   -103.566     -7.011    191.315    115.676
      0.234   -102.952    -77.259   -103.450     -6.893    191.389    115.787
      0.235   -102.959    -77.068   -103.334     -6.774    191.464    115.898
      0.236   -102.966    -76.876   -103.218     -6.654    191.539    116.009
      0.237   -102.972    -76.684   -103.102     -6.535    191.613    116.120
      0.238   -102.979    -76.493   -102.986     -6.415    191.688    116.232
      0.239   -102.985    -76.301   -102.870     -6.294    191.762    116.343
      0.240   -102.991    -76.109   -102.753     -6.174    191.837    116.455
      0.241   -102.997    -75.917   -102.637     -6.053    191.911    116.567
      0.242   -103.003    -75.725   -102.520     -5.932    191.986    116.679
      0.243   -103.009    -75.533   -102.404     -5.811    192.060    116.791
      0.244   -103.015    -75.341   -102.287     -5.689    192.135    116.903
      0.245   -103.021    -75.149   -102.170     -5.567    192.209    117.016
      0.246   -103.026    -74.957   -102.053     -5.445    192.283    117.128
      0.247   -103.032    -74.765   -101.936     -5.322    192.358    117.241
      0.248   -103.037    -74.572   -101.818     -5.200    192.432    117.354
      0.249   -103.042    -74.380   -101.701     -5.076    192.506    117.467
      0.250   -103.047    -74.187   -101.583     -4.953    192.580    117.580
      0.251   -103.052    -73.995   -101.466     -4.829    192.655    117.693
      0.252   -103.057    -73.802   -101.348     -4.705    192.729    117.806
      0.253   -103.061    -73.609   -101.230     -4.581    192.803    117.920
      0.254   -103.066    -73.416   -101.112     -4.456    192.877    118.034
      0.255   -103.070    -73.223   -100.994     -4.331    192.951    118.147
      0.256   -103.074    -73.030   -100.876     -4.206    193.025    118.261
      0.257   -103.079    -72.837   -100.757     -4.081    193.099    118.376
      0.258   -103.083    -72.644   -100.639     -3.955    193.173    118.490
      0.259   -103.087    -72.451   -100.520     -3.829    193.247    118.604
      0.260   -103.090    -72.258   -100.402     -3.702    193.321    118.719
      0.261   -103.094    -72.064   -100.283     -3.576    193.394    118.833
      0.262   -103.097    -71.871   -100.164     -3.448    193.468    118.948
      0.263   -103.101    -71.677   -100.045     -3.321    193.542    119.063
      0.264   -103.104    -71.484    -99.926     -3.193    193.616    119.178
      0.265   -103.107    -71.290    -99.807     -3.065    193.689    119.294
      0.266   -103.110    -71.096    -99.687     -2.937    193.763    119.409
      0.267   -103.113    -70.903    -99.568     -2.809    193.837    119.524
      0.268   -103.116    -70.709    -99.448     -2.680    193.910    119.640
      0.269   -103.118    -70.515    -99.329     -2.550    193.984    119.756
      0.270   -103.121    -70.321    -99.209     -2.421    194.057    119.872
      0.271   -103.123    -70.127    -99.089     -2.291    194.130    119.988
      0.272   -103.126    -69.933    -98.969     -2.161    194.204    120.104
      0.273   -103.128    -69.738    -98.849     -2.030    194.277    120.221
      0.274   -103.130    -69.544    -98.728     -1.900    194.351    120.337
      0.275   -103.131    -69.350    -98.608     -1.768    194.424    120.454
      0.276   -103.133    -69.155    -98.488     -1.637    194.497    120.571
      0.277   -103.135    -68.961    -98.367     -1.505    194.570    120.688
      0.278   -103.136    -68.766    -98.246     -1.373    194.643    120.805
      0.279   -103.137    -68.571    -98.125     -1.241    194.716    120.922
      0.280   -103.139    -68.377    -98.004     -1.108    194.789    121.040
      0.281   -103.140    -68.182    -97.883     -0.975    194.862    121.157
      0.282   -103.141    -67.987    -97.762     -0.842    194.935    121.275
      0.283   -103.141    -67.792    -97.641     -0.708    195.008    121.393
      0.284   -103.142    -67.597    -97.519     -0.574    195.081    121.511
      0.285   -103.143    -67.402    -97.398     -0.439    195.154    121.629
      0.286   -103.143    -67.206    -97.276     -0.305    195.226    121.747
      0.287   -103.143    -67.011    -97.154     -0.170    195.299    121.866
      0.288   -103.143    -66.816    -97.032     -0.034    195.372    121.984
      0.289   -103.143    -66.620    -96.910      0.101    195.444    122.103
      0.290   -103.143    -66.425    -96.788      0.237    195.517    122.222
      0.291   -103.143    -66.229    -96.666      0.374    195.589    122.341
      0.292   -103.142    -66.034    -96.543      0.511    195.661    122.460
      0.293   -103.142    -65.838    -96.421      0.648    195.734    122.579
      0.294   -103.141    -65.642    -96.298      0.785    195.806    122.699
      0.295   -103.140    -65.447    -96.175      0.923    195.878    122.818
      0.296   -103.139    -65.251    -96.053      1.061    195.950    122.938
      0.297   -103.138    -65.055    -95.930      1.199    196.022    123.058
      0.298   -103.137    -64.859    -95.806      1.338    196.094    123.178
      0.299   -103.135    -64.662    -95.683      1.477    196.166    123.298
      0.300   -103.134    -64.466    -95.560      1.616    196.238    123.419
      0.301   -103.132    -64.270    -95.436      1.756    196.310    123.539
      0.302   -103.130    -64.074    -95.313      1.896    196.382    123.660
      0.303   -103.128    -63.877    -95.189      2.037    196.454    123.781
      0.304   -103.126    -63.681    -95.065      2.178    196.525    123.902
      0.305   -103.124    -63.484    -94.941      2.319    196.597    124.023
      0.306   -103.122    -63.288    -94.817      2.460    196.668    124.144
      0.307   -103.119    -63.091    -94.693      2.602    196.740    124.265
      0.308   -103.116    -62.894    -94.569      2.744    196.811    124.387
      0.309   -103.114    -62.697    -94.444      2.887    196.883    124.509
      0.310   -103.111    -62.500    -94.320      3.030    196.954    124.630
      0.311   -103.107    -62.303    -94.195      3.173    197.025    124.752
      0.312   -103.104    -62.106    -94.070      3.317    197.096    124.875
      0.313   -103.101    -61.909    -93.945      3.461    197.167    124.997
      0.314   -103.097    -61.712    -93.820      3.605    197.238    125.119
      0.315   -103.094    -61.515    -93.695      3.750    197.309    125.242
      0.316   -103.090    -61.317    -93.570      3.895    197.380    125.365
      0.317   -103.086    -61.120    -93.444      4.040    197.451    125.488
      0.318   -103.082    -60.922    -93.319      4.186    197.521    125.611
      0.319   -103.077    -60.725    -93.193      4.332    197.592    125.734
      0.320   -103.073    -60.527    -93.067      4.479    197.663    125.857
      0.321   -103.068    -60.329    -92.941      4.626    197.733    125.981
      0.322   -103.064    -60.132    -92.815      4.773    197.803    126.104
      0.323   -103.059    -59.934    -92.689      4.921    197.874    126.228
      0.324   -103.054    -59.736    -92.563      5.069    197.944    126.352
      0.325   -103.049    -59.538    -92.436      5.217    198.014    126.476
      0.326   -103.044    -59.340    -92.310      5.366    198.084    126.600
      0.327   -103.038    -59.142    -92.183      5.515    198.154    126.725
      0.328   -103.032    -58.944    -92.056      5.664    198.224    126.849
      0.329   -103.027    -58.745    -91.929      5.814    198.294    126.974
      0.330   -103.021    -58.547    -91.802      5.965    198.363    127.099
      0.331   -103.015    -58.349    -91.675      6.115    198.433    127.224
      0.332   -103.009    -58.150    -91.548      6.266    198.503    127.349
      0.333   -103.002    -57.952    -91.421      6.418    198.572    127.474
      0.334   -102.996    -57.753    -91.293      6.569    198.641    127.600
      0.335   -102.989    -57.554    -91.165      6.721    198.711    127.725
      0.336   -102.982    -57.356    -91.038      6.874    198.780    127.851
      0.337   -102.975    -57.157    -90.910      7.027    198.849    127.977
      0.338   -102.968    -56.958    -90.782      7.180    198.918    128.103
      0.339   -102.961    -56.759    -90.653      7.334    198.987    128.229
      0.340   -102.954    -56.560    -90.525      7.488    199.056    128.356
      0.341   -102.946    -56.361    -90.397      7.642    199.125    128.482
      0.342   -102.938    -56.162    -90.268      7.797    199.193    128.609
      0.343   -102.930    -55.962    -90.140      7.952    199.262    128.736
      0.344   -102.922    -55.763    -90.011      8.108    199.330    128.863
      0.345   -102.914    -55.564    -89.882      8.264    199.399    128.990
      0.346   -102.906    -55.364    -89.753      8.420    199.467    129.117
      0.347   -102.897    -55.165    -89.624      8.577    199.535    129.245
      0.348   -102.889    -54.965    -89.494      8.734    199.603    129.372
      0.349   -102.880    -54.766    -89.365      8.892    199.671    129.500
      0.350   -102.871    -54.566    -89.235      9.050    199.739    129.628
      0.351   -102.862    -54.366    -89.106      9.208    199.807    129.756
      0.352   -102.853    -54.166    -88.976      9.367    199.874    129.884
      0.353   -102.843    -53.966    -88.846      9.526    199.942    130.012
      0.354   -102.834    -53.766    -88.716      9.686    200.009    130.141
      0.355   -102.824    -53.566    -88.586      9.846    200.076    130.269
      0.356   -102.814    -53.366    -88.455     10.007    200.144    130.398
      0.357   -102.804    -53.166    -88.325     10.167    200.211    130.527
      0.358   -102.793    -52.966    -88.194     10.329    200.278    130.656
      0.359   -102.783    -52.766    -88.063     10.490    200.345    130.786
      0.360   -102.772    -52.565    -87.933     10.652    200.411    130.915
      0.361   -102.762    -52.365    -87.802     10.815    200.478    131.045
      0.362   -102.751    -52.164    -87.670     10.978    200.545    131.174
      0.363   -102.740    -51.964    -87.539     11.141    200.611    131.304
      0.364   -102.729    -51.763    -87.408     11.305    200.677    131.434
      0.365   -102.717    -51.562    -87.276     11.469    200.743    131.564
      0.366   -102.706    -51.362    -87.145     11.633    200.810    131.695
      0.367   -102.694    -51.161    -87.013     11.798    200.875    131.825
      0.368   -102.682    -50.960    -86.881     11.964    200.941    131.956
      0.369   -102.670    -50.759    -86.749     12.129    201.007    132.086
      0.370   -102.658    -50.558    -86.617     12.296    201.073    132.217
      0.371   -102.645    -50.357    -86.485     12.462    201.138    132.348
      0.372   -102.633    -50.155    -86.352     12.629    201.203    132.480
      0.373   -102.620    -49.954    -86.220     12.797    201.269    132.611
      0.374   -102.607    -49.753    -86.087     12.965    201.334    132.743
      0.375   -102.594    -49.552    -85.954     13.133    201.399    132.874
      0.376   -102.581    -49.350    -85.821     13.302    201.463    133.006
      0.377   -102.568    -49.149    -85.688     13.471    201.528    133.138
      0.378   -102.554    -48.947    -85.555     13.641    201.593    133.270
      0.379   -102.540    -48.745    -85.422     13.811    201.657    133.403
      0.380   -102.526    -48.544    -85.288     13.981    201.721    133.535
      0.381   -102.512    -48.342    -85.155     14.152    201.785    133.668
      0.382   -102.498    -48.140    -85.021     14.324    201.849    133.800
      0.383   -102.484    -47.938    -84.887     14.496    201.913    133.933
      0.384   -102.469    -47.736    -84.753     14.668    201.977    134.066
      0.385   -102.454    -47.534    -84.619     14.841    202.041    134.200
      0.386   -102.439    -47.332    -84.485     15.014    202.104    134.333
      0.387   -102.424    -47.130    -84.350     15.187    202.167    134.466
      0.388   -102.409    -46.928    -84.216     15.361    202.231    134.600
      0.389   -102.394    -46.726    -84.081     15.536    202.294    134.734
      0.390   -102.378    -46.523    -83.946     15.711    202.356    134.868
      0.391   -102.362    -46.321    -83.811     15.886    202.419    135.002
      0.392   -102.346    -46.119    -83.676     16.062    202.482    135.136
      0.393   -102.330    -45.916    -83.541     16.238    202.544    135.271
      0.394   -102.314    -45.713    -83.406     16.415    202.606    135.405
      0.395   -102.297    -45.511    -83.270     16.592    202.668    135.540
      0.396   -102.281    -45.308    -83.135     16.770    202.730    135.675
      0.397   -102.264    -45.105    -82.999     16.948    202.792    135.810
      0.398   -102.247    -44.903    -82.863     17.127    202.854    135.945
      0.399   -102.229    -44.700    -82.727     17.306    202.915    136.080
      0.400   -102.212    -44.497    -82.591     17.485    202.977    136.216
      0.401   -102.195    -44.294    -82.454     17.665    203.038    136.352
      0.402   -102.177    -44.091    -82.318     17.846    203.099    136.487
      0.403   -102.159    -43.887    -82.181     18.026    203.160    136.623
      0.404   -102.141    -43.684    -82.045     18.208    203.220    136.759
      0.405   -102.122    -43.481    -81.908     18.390    203.281    136.896
      0.406   -102.104    -43.278    -81.771     18.572    203.341    137.032
      0.407   -102.085    -43.074    -81.634     18.755    203.401    137.168
      0.408   -102.066    -42.871    -81.497     18.938    203.461    137.305
      0.409   -102.047    -42.667    -81.359     19.122    203.521    137.442
      0.410   -102.028    -42.464    -81.222     19.306    203.581    137.579
      0.411   -102.009    -42.260    -81.084     19.490    203.640    137.716
      0.412   -101.989    -42.057    -80.946     19.676    203.700    137.853
      0.413   -101.969    -41.853    -80.808     19.861    203.759    137.991
      0.414   -101.949    -41.649    -80.670     20.047    203.818    138.128
      0.415   -101.929    -41.445    -80.532     20.234    203.876    138.266
      0.416   -101.909    -41.241    -80.394     20.421    203.935    138.404
      0.417   -101.888    -41.037    -80.255     20.608    203.993    138.542
      0.418   -101.868    -40.833    -80.117     20.797    204.052    138.680
      0.419   -101.847    -40.629    -79.978     20.985    204.110    138.818
      0.420   -101.826    -40.425    -79.839     21.174    204.167    138.957
      0.421   -101.805    -40.221    -79.700     21.364    204.225    139.095
      0.422   -101.783    -40.017    -79.561     21.554    204.283    139.234
      0.423   -101.761    -39.812    -79.422     21.744    204.340    139.373
      0.424   -101.740    -39.608    -79.282     21.935    204.397    139.512
      0.425   -101.718    -39.404    -79.143     22.126    204.454    139.651
      0.426   -101.695    -39.199    -79.003     22.318    204.510    139.791
